temperatura,umidade,pressao,vento,chuva,nivel_agua,gases,luminosidade,evento
15.13,59.56,1018.31,5.57,8.75,1.23,775.23,99375.15,normal
1.53,50.96,1032.37,18.3,145.42,0.06,1056.4,81302.75,normal
35.27,50.9,1043.02,6.5,49.81,1.52,437.58,67983.84,normal
15.8,18.29,1046.76,1.77,8.47,3.53,1809.08,7813.26,normal
-8.25,14.0,1045.22,22.72,42.45,3.89,1392.52,89131.19,normal
17.08,59.4,1048.78,14.18,111.66,1.93,817.0,56712.59,normal
11.82,99.84,1013.53,0.03,47.27,2.07,979.4,4796.15,normal
4.72,63.17,961.1,1.5,142.3,1.73,1029.86,43016.8,normal
-8.54,73.33,1023.52,7.94,30.33,4.62,905.67,3708.35,normal
-8.59,40.53,1009.53,10.26,183.75,1.98,1913.44,91792.79,normal
20.89,36.95,967.14,5.38,255.53,0.41,320.35,42129.71,normal
25.08,32.26,1023.55,14.03,27.29,4.52,567.6,42866.63,normal
36.99,91.12,984.0,21.78,251.93,1.92,1743.61,34157.96,normal
35.49,43.16,1004.01,21.56,60.65,2.08,807.17,84736.81,normal
12.74,69.49,1015.54,0.95,274.06,1.42,1347.54,66236.58,normal
23.82,41.68,987.59,22.47,71.21,0.37,1977.0,61804.7,normal
-5.14,35.22,1048.93,21.16,56.93,2.86,1618.95,31689.38,normal
12.51,82.71,998.86,11.67,120.3,1.39,1906.13,80900.31,normal
29.82,83.59,1016.39,17.54,143.41,0.84,1020.91,67123.94,normal
19.16,38.87,977.99,1.79,264.72,0.92,948.2,19599.61,normal
13.03,53.13,984.67,11.09,66.67,0.47,1753.49,28541.53,normal
35.73,92.13,959.21,6.97,72.59,2.77,1774.48,55019.65,normal
12.03,23.33,1046.9,11.82,13.33,3.59,1892.13,71836.63,normal
19.43,19.59,1026.12,18.72,0.3,3.61,1562.05,70850.19,normal
33.76,81.04,1011.95,16.92,9.37,3.6,543.26,48891.97,normal
23.12,92.28,991.78,9.57,23.98,0.19,859.92,44054.42,normal
18.68,15.76,1031.66,13.45,72.43,2.83,997.64,62491.51,normal
24.82,70.63,1047.74,5.37,25.4,1.74,1464.43,39202.82,normal
6.94,59.44,1040.45,16.28,144.47,0.55,769.69,98258.37,normal
21.87,43.35,968.79,8.17,207.4,1.05,410.37,69615.16,normal
35.41,59.91,1041.79,3.74,77.46,0.05,1149.56,69115.43,normal
16.35,52.13,962.0,3.36,23.96,0.94,1448.55,29633.11,normal
21.47,58.78,1015.2,13.84,282.73,0.33,904.51,83805.58,normal
29.51,36.56,965.53,2.23,42.95,2.04,915.25,2973.86,normal
-3.08,87.65,1030.37,18.92,61.16,4.71,1266.01,68621.68,normal
17.71,85.79,1005.37,19.09,47.05,1.44,1549.83,27087.98,normal
12.71,27.2,1046.64,19.74,36.61,3.76,1045.01,10875.65,normal
17.21,78.06,1016.21,19.29,193.71,0.05,1795.06,26133.15,normal
10.82,52.04,1043.92,3.07,7.27,3.73,547.31,58772.71,normal
36.31,67.86,1010.59,12.24,288.03,0.94,1146.72,65923.73,normal
9.85,90.05,1001.32,11.09,40.91,1.47,669.85,34189.6,normal
30.74,27.51,1023.51,10.64,28.37,0.97,1053.17,65896.63,normal
27.9,14.01,1001.64,17.36,225.79,0.91,919.36,46940.67,normal
-6.91,27.88,1007.72,19.89,72.92,3.06,1426.96,98727.9,normal
36.76,52.05,1046.49,10.17,51.61,2.17,1521.79,73213.99,normal
11.61,16.07,1044.54,7.27,202.76,0.8,997.58,84864.19,normal
17.87,14.47,1027.55,11.61,83.45,3.04,360.83,51807.81,normal
25.71,70.97,957.33,5.58,225.43,0.73,504.44,95906.16,normal
24.68,81.54,1030.59,10.36,29.27,1.99,808.58,93350.88,normal
3.41,38.05,1017.25,1.73,240.41,0.16,920.05,87322.9,normal
35.23,49.96,951.16,2.26,97.14,4.1,1814.11,59786.16,normal
15.36,59.63,995.17,17.46,72.1,2.72,1616.68,88817.08,normal
4.16,24.22,981.29,1.71,31.42,2.44,995.69,77807.02,normal
10.74,63.42,1034.84,10.72,25.68,1.8,978.1,10426.65,normal
0.57,14.72,1035.55,17.08,15.2,2.34,734.3,12647.6,normal
17.56,69.05,1007.08,8.6,180.39,0.24,705.64,16640.62,normal
10.26,96.71,1046.63,2.13,11.12,4.62,1459.97,34698.99,normal
27.19,89.57,997.2,19.53,4.54,0.77,1049.62,61692.69,normal
5.8,69.98,1000.98,12.0,246.37,1.39,1639.8,38455.62,normal
23.2,14.7,970.72,9.92,54.42,3.81,698.82,75402.73,normal
9.43,75.98,1039.77,23.24,7.15,2.55,983.76,38421.8,normal
35.51,85.58,1045.75,7.47,65.83,1.88,639.12,76151.81,normal
21.53,73.71,1025.2,8.93,42.15,0.03,930.93,69116.89,normal
23.52,58.14,1013.52,13.75,9.12,2.86,303.24,6135.78,normal
5.29,70.16,998.62,21.48,130.99,1.28,583.49,77606.93,normal
31.79,14.66,990.46,7.9,7.8,3.62,903.07,87717.46,normal
8.56,42.3,1037.91,7.71,115.88,0.91,981.6,49286.03,normal
4.13,76.23,1025.99,17.68,43.2,0.06,1391.1,53996.33,normal
9.99,40.87,1009.25,4.01,208.59,0.49,1528.07,15045.52,normal
-5.27,82.62,1022.72,4.05,103.78,1.34,940.39,2995.16,normal
-6.62,38.6,988.56,6.45,1.32,1.48,1533.11,93013.21,normal
37.31,70.23,995.2,9.51,54.06,4.51,1981.21,88007.71,normal
25.44,33.98,1002.39,2.32,244.37,0.1,513.61,9385.12,normal
6.65,70.39,963.14,6.41,118.44,1.09,1706.03,76857.09,normal
-9.75,93.0,960.02,5.62,261.58,0.34,1890.11,84558.6,normal
18.85,58.27,1026.98,13.64,131.88,0.19,532.97,31025.12,normal
11.77,37.75,1038.26,14.61,63.17,2.31,1458.74,91166.78,normal
4.12,64.89,978.52,6.85,76.11,0.8,1164.88,44406.41,normal
19.09,97.28,1027.54,20.96,251.23,0.73,801.44,90843.89,normal
21.85,59.83,1015.22,11.06,256.57,1.51,437.65,63627.05,normal
20.21,41.61,991.46,1.95,8.53,2.87,408.58,28241.43,normal
17.69,53.7,1036.07,1.64,73.9,4.36,1753.49,22430.06,normal
-4.74,60.96,1001.89,22.09,139.51,0.69,1071.53,9638.09,normal
-8.9,38.95,1004.85,12.51,75.16,0.46,1699.44,22390.48,normal
-5.25,50.09,1000.96,5.88,66.97,2.55,1123.47,760.99,normal
11.2,88.31,1002.5,1.73,9.09,0.23,428.76,98798.1,normal
1.36,34.54,1039.78,23.58,162.47,0.41,454.96,20254.9,normal
24.93,18.71,1010.15,10.97,79.93,4.23,905.49,27886.74,normal
3.65,35.33,1047.23,24.11,144.44,1.57,1220.65,18908.19,normal
31.36,20.79,1005.3,7.62,29.43,2.28,838.77,19899.34,normal
3.01,64.27,1010.7,11.77,288.54,0.69,1522.47,41657.09,normal
10.85,98.7,960.69,0.28,270.98,0.78,656.75,12218.03,normal
-4.25,33.59,999.05,24.79,83.62,3.64,941.68,19558.73,normal
34.57,39.61,1019.06,18.5,76.23,4.18,1920.69,58579.63,normal
4.49,59.79,992.63,10.31,164.06,1.89,364.75,21395.6,normal
22.17,28.52,1012.05,10.4,32.81,0.95,1850.04,29867.27,normal
35.77,73.9,978.34,3.0,2.64,0.1,1696.8,15792.5,normal
18.22,73.6,1008.96,21.34,22.6,4.72,1342.89,11448.18,normal
33.22,73.26,1040.57,21.33,245.51,0.87,1053.84,70844.89,normal
5.14,96.31,971.75,3.84,116.08,1.82,1837.67,87501.49,normal
12.96,13.49,1021.79,3.62,90.74,2.25,623.79,48115.87,normal
-6.14,12.05,1033.69,7.89,142.2,1.59,752.97,34872.84,normal
14.4,65.72,995.52,14.07,180.33,1.97,1021.03,57602.95,normal
-4.43,55.26,1016.89,23.7,11.31,3.62,955.56,60552.54,normal
27.43,57.28,1012.61,17.89,89.21,0.37,1440.13,28280.84,normal
34.08,65.0,970.75,4.88,111.84,0.78,1265.17,85052.56,normal
23.22,25.84,960.84,9.55,91.35,3.01,1827.53,77924.26,normal
3.36,69.74,981.52,11.03,6.18,2.41,786.05,56101.58,normal
35.36,95.09,1013.16,11.67,122.92,1.79,310.86,97481.22,normal
14.52,61.28,1000.46,14.82,65.54,2.57,1838.41,8630.85,normal
-8.9,68.85,992.49,18.71,125.46,0.18,801.13,97439.03,normal
1.88,53.96,998.0,6.11,94.72,3.51,1531.69,47652.21,normal
12.05,61.95,1012.42,0.59,283.88,0.08,1855.61,96408.99,normal
29.77,79.92,976.39,8.67,294.33,1.21,1243.4,20833.89,normal
36.23,72.65,1015.3,8.71,285.79,1.5,1493.74,25558.98,normal
22.95,40.31,996.54,2.98,299.45,1.43,1610.68,14965.8,normal
-2.06,22.61,952.46,0.53,29.91,4.61,1165.05,47960.97,normal
19.14,74.72,1000.69,11.3,78.36,2.04,1747.83,19422.98,normal
31.15,16.17,983.41,16.55,75.5,3.71,1459.42,13201.83,normal
-2.7,41.13,1004.57,1.94,10.06,1.05,1140.29,48089.77,normal
15.3,73.78,1032.38,24.98,25.46,1.93,1425.69,25730.91,normal
36.44,92.45,1037.99,5.17,294.77,0.18,1085.76,91433.69,normal
-2.51,12.34,1021.12,11.49,94.23,3.71,847.09,84669.19,normal
-7.7,44.79,1012.16,6.43,230.81,2.0,485.11,57320.38,normal
30.04,87.15,1018.42,11.34,67.23,1.42,1793.48,48758.14,normal
35.38,61.21,963.36,6.81,15.73,0.84,514.8,45374.74,normal
32.53,40.11,1013.19,23.51,235.4,1.35,873.05,19017.84,normal
25.51,59.56,1017.02,13.19,57.77,0.92,628.38,13854.52,normal
20.01,28.73,967.56,4.3,29.06,1.54,1629.94,82649.86,normal
-8.23,12.39,1018.12,7.5,110.82,0.44,933.57,74861.88,normal
19.08,34.07,997.72,17.26,40.61,4.22,1690.51,73425.87,normal
2.38,59.36,1022.45,23.32,214.19,1.51,925.76,38547.56,normal
1.01,98.12,995.11,24.92,42.51,1.54,1977.87,61018.11,normal
4.79,37.83,1009.25,10.82,79.61,2.99,1815.68,22269.36,normal
9.85,74.09,999.79,3.66,250.86,0.28,707.83,33824.67,normal
6.88,93.27,1017.0,6.21,120.59,0.76,1112.82,84709.54,normal
1.44,63.48,963.77,8.39,231.6,1.8,419.86,48890.4,normal
18.25,91.66,986.55,14.31,58.22,2.9,891.26,29137.0,normal
18.6,39.29,991.68,22.36,133.55,1.0,1407.42,34063.81,normal
-7.89,78.63,1025.66,20.45,80.26,3.46,945.87,17184.03,normal
-3.18,15.72,1040.78,5.08,0.83,4.66,1398.67,95409.55,normal
33.75,71.62,1019.23,15.34,38.02,3.73,958.95,5588.46,normal
-1.56,62.73,1035.48,23.31,16.22,4.86,1798.34,64141.77,normal
13.84,36.95,1002.06,0.24,31.78,2.3,885.55,41114.27,normal
1.4,13.0,990.74,10.45,66.04,0.59,1044.6,27406.6,normal
10.46,48.82,1020.49,23.22,27.63,4.66,1553.61,20473.99,normal
-5.49,79.52,1013.28,13.25,255.37,0.16,378.13,70585.75,normal
30.73,33.85,991.97,13.07,88.49,4.54,1602.16,36510.85,normal
-5.13,33.32,1021.77,22.69,12.76,1.95,1062.31,5063.95,normal
-8.09,21.72,1009.22,1.72,120.97,0.41,1631.05,71805.71,normal
33.98,63.21,1006.39,6.6,41.73,3.15,1688.22,82094.26,normal
36.3,31.12,986.83,13.84,108.87,0.52,552.83,38652.57,normal
-2.9,61.21,1047.74,16.85,233.08,1.4,869.22,85091.72,normal
14.64,52.83,980.55,18.8,41.77,1.28,1449.42,74152.59,normal
30.84,92.56,1008.23,20.11,61.65,1.76,1162.1,77092.53,normal
31.21,89.82,1018.7,18.95,299.99,1.5,1620.72,36238.76,normal
35.8,77.26,1015.3,18.78,142.86,1.67,1149.67,77252.28,normal
31.83,87.55,974.14,12.75,50.61,1.56,375.18,5767.81,tempestade
-5.4,49.13,952.1,20.73,254.06,1.62,1618.97,95932.93,tempestade
25.64,47.62,961.51,21.06,187.84,1.19,1794.14,47309.57,tempestade
26.77,62.02,971.25,17.42,3.43,4.35,628.88,63645.24,tempestade
6.13,44.16,958.92,12.5,72.68,4.96,1893.72,85711.08,tempestade
14.92,67.97,966.79,12.06,73.35,1.22,1244.45,8147.91,tempestade
17.44,12.38,951.15,17.44,66.66,2.65,731.0,81959.13,tempestade
-0.79,98.7,954.91,20.44,94.92,0.62,1280.02,99635.73,tempestade
-0.02,81.64,953.79,12.7,259.03,0.22,997.56,50796.44,tempestade
10.13,42.66,950.61,19.15,48.77,0.42,673.25,78996.04,tempestade
-3.11,19.79,971.83,12.59,22.15,4.3,450.93,15648.81,tempestade
1.33,48.74,973.67,21.98,145.08,0.92,1334.54,43783.09,tempestade
9.78,49.3,965.35,21.74,19.2,4.38,327.63,68915.89,tempestade
-2.87,98.09,951.91,24.32,263.62,0.55,637.12,85673.64,tempestade
14.77,71.59,953.59,10.82,275.05,0.5,621.6,2143.69,tempestade
19.84,91.21,975.16,23.35,39.01,4.55,871.16,54570.07,tempestade
29.11,34.91,963.49,23.94,228.27,1.51,367.55,55570.79,tempestade
4.92,68.14,964.68,21.62,0.31,1.22,537.62,14425.43,tempestade
44.51,76.21,971.63,13.11,15.37,0.34,1055.26,55823.88,tempestade
19.81,25.48,979.36,16.35,181.17,0.44,1961.63,87202.11,tempestade
5.36,59.77,950.32,15.13,175.38,1.52,1261.01,35192.6,tempestade
7.36,24.51,971.87,15.81,38.29,1.29,352.43,35584.97,tempestade
-6.96,32.5,958.9,10.41,39.02,0.94,626.39,37870.15,tempestade
1.67,58.6,963.25,10.81,105.11,1.6,984.26,83052.54,tempestade
17.01,87.84,978.77,21.73,296.81,1.91,1130.61,49301.07,tempestade
23.65,14.33,954.21,11.66,259.72,0.37,1243.75,9352.69,tempestade
42.2,71.89,970.63,13.35,94.92,1.88,1847.55,42165.23,tempestade
12.19,72.21,974.04,19.95,29.26,3.7,944.73,16820.51,tempestade
4.19,37.2,972.77,24.3,154.02,0.99,1249.96,10557.98,tempestade
-5.75,75.17,968.92,20.02,50.94,3.25,982.38,10735.2,tempestade
30.88,93.73,973.22,19.42,6.99,0.31,535.88,8265.16,tempestade
-8.39,16.46,960.33,23.28,151.1,1.33,320.47,55985.62,tempestade
31.08,23.15,971.06,20.04,38.97,4.09,1346.76,36128.68,tempestade
4.58,33.76,978.52,11.49,21.77,3.85,1823.06,10371.38,tempestade
37.55,36.46,973.85,10.27,284.56,0.9,309.97,8470.3,tempestade
33.11,92.65,952.13,14.6,132.26,1.57,1222.08,18320.01,tempestade
39.69,49.19,955.96,10.14,100.54,1.43,1601.13,53710.42,tempestade
9.35,30.44,959.64,24.61,38.88,2.84,1273.85,97937.2,tempestade
0.44,44.94,966.79,24.51,12.57,3.63,741.44,61936.94,tempestade
20.11,31.36,972.31,22.63,24.96,2.49,738.59,35886.88,tempestade
-5.19,76.02,951.3,15.27,219.36,1.69,1968.25,86828.86,tempestade
34.78,61.62,972.05,19.12,171.48,0.65,1650.57,20408.07,tempestade
32.57,95.04,968.26,19.05,150.25,0.88,1305.08,1030.33,tempestade
27.6,96.37,958.86,16.86,256.36,0.22,1863.54,46094.37,tempestade
-5.37,10.14,979.98,21.43,103.82,0.62,1130.61,22028.6,tempestade
16.24,32.55,978.91,13.65,200.12,0.86,1833.1,21661.09,tempestade
-1.78,23.62,968.51,20.51,34.85,4.49,1475.68,81240.08,tempestade
42.76,23.42,977.26,24.41,262.13,0.47,372.17,11965.85,tempestade
38.6,76.24,975.93,21.04,11.18,1.38,1442.36,34752.46,tempestade
5.75,21.0,973.79,23.72,255.75,1.35,1042.74,52247.56,tempestade
30.64,84.68,961.15,20.81,45.43,0.8,1781.17,26377.31,tempestade
-2.22,17.75,961.45,23.21,160.99,1.0,627.74,18426.68,tempestade
1.04,12.24,955.33,21.98,83.29,2.51,1814.1,26348.41,tempestade
18.51,88.22,977.64,10.86,75.81,2.7,1851.53,59361.48,tempestade
35.21,20.52,978.67,22.79,20.36,3.58,671.52,14884.72,tempestade
0.42,37.29,972.03,24.08,57.43,1.19,1995.61,89743.25,tempestade
24.66,58.98,959.22,16.86,223.95,0.97,894.17,90124.35,tempestade
38.82,44.44,966.99,10.87,1.21,4.01,1379.76,85926.1,tempestade
22.99,50.6,951.2,17.89,63.07,3.25,1494.33,60832.94,tempestade
14.26,94.52,979.6,21.72,37.09,1.63,1219.35,96512.15,tempestade
32.33,80.3,965.23,15.52,2.49,0.3,986.05,55936.41,tempestade
-6.46,93.16,978.5,15.67,9.43,1.49,1099.41,72721.13,tempestade
34.1,39.46,978.87,11.44,219.91,1.32,1851.37,99089.92,tempestade
23.78,16.61,951.75,22.07,269.09,1.81,855.27,40062.64,tempestade
24.61,75.84,974.14,19.66,212.91,1.48,1204.03,25153.7,tempestade
12.88,18.12,960.76,12.43,77.62,1.49,473.14,67270.09,tempestade
38.22,80.41,962.42,20.66,142.26,0.12,836.49,49145.71,tempestade
21.36,13.67,961.26,16.79,242.98,1.78,1085.62,98520.69,tempestade
43.3,64.44,953.51,22.97,219.21,0.2,1787.36,50920.21,tempestade
23.1,33.0,975.65,18.04,85.63,1.69,1077.03,77890.84,tempestade
14.11,48.28,957.08,16.39,163.12,2.0,895.18,77155.69,tempestade
6.93,87.59,957.96,13.33,20.89,3.24,1116.55,57354.63,tempestade
18.03,30.27,959.7,12.13,154.79,1.33,478.59,22765.22,tempestade
25.26,70.71,959.36,15.65,8.16,4.48,936.76,65231.23,tempestade
44.74,89.21,961.68,16.87,92.13,1.61,630.53,81243.38,tempestade
21.93,14.36,951.12,15.02,174.8,0.31,1940.02,2612.99,tempestade
9.56,90.54,952.02,14.45,37.79,1.43,522.17,81654.46,tempestade
29.46,91.69,951.34,24.99,21.85,2.03,997.89,97347.35,tempestade
17.52,49.6,973.91,21.69,147.45,1.19,1468.7,10012.78,tempestade
6.13,87.84,963.68,24.87,190.6,1.88,463.34,80576.41,tempestade
19.81,62.86,973.71,16.9,72.58,4.26,1831.87,15575.14,tempestade
7.87,52.36,970.97,19.83,14.26,0.65,903.33,88654.52,tempestade
16.51,48.53,954.39,18.36,5.62,2.78,1031.16,7074.39,tempestade
13.36,33.66,959.68,15.52,76.28,0.15,1035.72,65424.61,tempestade
-8.76,96.76,950.73,12.98,257.95,1.76,921.96,57207.39,tempestade
38.49,31.77,967.68,20.21,36.49,4.69,659.01,31180.16,tempestade
-4.78,64.41,956.89,10.53,5.01,4.77,1317.59,29914.4,tempestade
13.02,69.71,963.35,16.72,10.13,4.12,1907.63,95727.18,tempestade
27.06,15.15,960.38,0.67,279.36,3.37,1471.23,21275.56,enchente
4.93,92.79,1015.26,5.83,26.69,0.45,357.26,76870.69,normal
14.72,59.63,988.45,24.21,59.42,3.19,987.17,74401.0,normal
-4.04,47.93,1025.12,18.97,261.88,1.14,438.79,93354.11,normal
24.6,39.6,1012.11,0.55,237.06,1.31,1698.72,18024.01,normal
14.73,74.1,950.36,16.84,20.51,4.33,1032.66,81393.38,tempestade
27.53,60.08,973.74,12.98,90.38,0.16,720.03,67386.21,tempestade
30.2,70.03,966.68,21.89,2.0,1.5,1098.03,24860.33,tempestade
32.91,48.48,955.42,20.02,293.24,3.54,1846.19,36270.34,enchente
8.45,83.84,984.9,5.08,134.46,1.44,456.93,92487.52,normal
32.25,38.77,1046.47,4.61,180.71,0.43,1694.16,35600.04,normal
16.4,80.88,1018.22,23.9,221.02,4.2,442.77,16051.85,enchente
11.75,23.41,1047.51,9.18,117.68,2.72,735.28,7970.98,enchente
-1.17,24.68,994.78,18.54,64.25,5.0,659.1,11834.49,normal
-9.93,18.69,989.69,18.01,289.15,2.05,1078.72,63442.42,enchente
21.55,24.13,991.23,22.76,247.39,3.9,1403.65,84102.74,enchente
43.56,91.32,969.46,6.89,158.27,3.47,747.5,16118.92,enchente
11.5,86.5,1042.86,7.6,87.45,2.19,1513.82,1828.91,normal
1.35,71.83,973.02,14.52,55.81,3.17,1561.13,61067.51,tempestade
8.62,74.58,1005.4,0.7,29.11,1.68,1542.71,51777.44,normal
17.9,57.86,1016.28,2.38,142.02,2.27,1827.12,24092.83,enchente
13.94,10.82,974.42,2.4,102.53,0.68,1483.36,20932.14,normal
23.91,70.56,970.1,11.64,153.82,4.76,1557.78,7435.21,enchente
43.55,12.42,994.52,19.68,106.5,2.76,1437.7,53231.79,enchente
31.58,40.87,988.7,9.06,2.46,0.46,1186.67,86067.57,normal
13.44,88.26,967.55,9.74,124.49,4.44,1246.23,96520.19,enchente
26.39,84.69,986.06,0.95,38.49,1.18,517.43,74784.71,normal
42.14,50.62,979.77,4.14,131.16,2.02,1279.85,44489.7,enchente
21.92,91.73,970.87,4.97,83.18,3.22,1813.32,95917.8,normal
2.09,96.38,974.76,8.98,284.89,3.11,862.3,34132.11,enchente
30.01,41.14,964.07,23.13,272.69,0.01,1173.22,3419.35,tempestade
40.66,26.87,977.16,10.58,212.37,0.5,519.39,51737.3,tempestade
-3.49,15.38,1025.51,23.59,27.94,3.7,882.79,13096.57,normal
30.41,59.88,1028.39,15.85,13.79,0.67,1522.86,2829.3,normal
34.65,20.17,1022.22,3.65,87.12,1.84,887.46,79705.1,normal
32.01,26.21,1031.07,0.21,75.72,4.28,926.48,6157.57,normal
27.75,37.66,952.21,2.73,67.22,3.93,314.86,30458.06,normal
8.74,37.27,1034.01,8.09,139.69,2.7,1798.82,62597.88,enchente
23.54,84.13,1049.79,15.49,230.46,1.07,616.13,57690.47,normal
-1.68,46.27,958.54,12.14,285.37,0.42,710.58,78656.16,tempestade
41.43,41.79,1037.76,4.58,221.48,3.3,328.45,63192.15,enchente
31.44,10.97,1014.21,24.69,296.14,0.96,592.03,69343.29,normal
-5.73,28.78,958.68,17.82,216.77,1.58,914.68,27889.49,tempestade
19.61,12.04,953.29,16.67,63.32,1.51,1008.11,96965.06,tempestade
-7.2,51.59,991.71,5.75,54.73,2.13,343.02,30215.46,normal
43.79,42.11,959.9,18.66,133.24,2.77,1559.23,33311.68,enchente
31.3,73.1,1022.33,7.05,83.12,4.32,991.81,46487.38,normal
36.33,21.13,1024.86,21.9,293.46,0.85,852.76,61972.34,normal
-1.2,76.03,957.02,17.05,246.46,1.38,1976.06,64464.96,tempestade
-4.83,64.95,972.56,16.08,7.34,1.59,994.22,19534.02,tempestade
42.05,33.6,990.4,24.31,282.19,2.7,1188.18,10860.94,enchente
28.48,57.51,1031.76,17.31,262.13,2.11,1545.22,43516.7,enchente
10.39,33.47,1038.18,15.19,49.97,0.93,1345.21,59976.7,normal
44.14,80.05,1036.92,21.57,263.26,2.65,1208.88,12428.37,enchente
-4.8,33.69,967.09,10.79,98.13,0.79,1770.34,59773.74,tempestade
32.55,66.5,975.03,13.55,181.63,0.46,510.2,45096.75,tempestade
24.87,76.77,1022.77,0.2,144.05,2.82,1461.6,16997.3,enchente
37.12,18.89,999.45,1.13,219.19,3.17,1437.6,70346.8,enchente
-0.3,93.98,962.77,16.47,138.77,1.63,1536.87,12231.14,tempestade
21.37,75.24,978.35,21.95,163.75,2.47,1108.49,12554.81,enchente
23.57,83.32,973.44,3.99,101.65,0.11,1245.03,53954.06,normal
39.9,88.45,1003.44,5.72,15.16,2.4,1373.8,31715.79,onda_calor
11.22,14.38,1005.69,21.22,291.71,3.69,339.4,22383.04,enchente
-2.53,28.42,997.52,23.32,208.06,4.42,1803.92,7684.59,enchente
8.9,17.02,981.28,8.65,71.76,4.27,1449.64,19244.69,normal
4.22,96.43,1047.45,12.08,161.5,0.42,786.82,55868.59,normal
20.37,20.17,987.36,20.65,299.49,1.21,1142.08,59399.55,normal
36.1,28.64,1030.44,14.19,152.19,3.74,1087.33,2158.19,enchente
-4.38,15.21,959.8,13.41,217.27,3.22,1327.3,35615.48,enchente
10.94,48.46,971.46,0.75,24.59,1.75,1886.88,37019.52,normal
33.73,34.52,961.7,24.02,276.78,4.5,804.73,44094.62,enchente
9.53,23.73,974.47,10.63,258.3,4.6,1554.18,24969.57,enchente
-4.25,98.76,981.43,22.14,151.86,4.05,1168.05,57720.86,enchente
41.74,70.59,1047.08,23.59,157.75,1.17,1168.69,21583.0,onda_calor
9.51,80.7,1034.71,12.89,38.88,2.01,1705.47,71347.99,normal
9.38,55.35,1023.05,18.2,182.93,2.39,903.29,57333.51,enchente
24.64,63.9,953.35,22.85,189.84,2.8,1027.94,24952.3,enchente
1.79,14.1,1047.87,3.99,269.78,1.74,1205.88,16032.07,normal
-1.65,91.38,997.5,9.31,287.74,0.61,1235.85,24738.46,normal
7.97,45.48,1008.21,16.62,143.24,3.95,334.27,48285.63,enchente
30.21,10.89,1044.39,3.21,95.79,3.33,485.9,38795.36,normal
35.87,63.42,1027.29,0.72,209.28,4.26,1669.22,92345.79,enchente
11.69,43.52,1022.21,15.36,56.22,1.79,586.78,44448.38,normal
1.07,62.95,1040.16,21.23,17.61,1.87,1969.37,48345.99,normal
1.73,46.22,975.33,20.71,242.58,1.96,519.51,7825.45,tempestade
38.35,62.92,996.92,8.85,73.57,0.6,668.63,68928.58,onda_calor
-4.51,44.26,1003.33,9.38,252.3,2.85,1302.37,46401.0,enchente
-1.35,85.32,953.36,19.57,188.34,1.16,1841.65,54627.49,tempestade
0.86,28.19,1017.94,14.43,265.74,3.98,379.31,8548.08,enchente
11.93,33.13,966.81,1.7,49.84,3.92,1397.97,85783.63,normal
-5.75,91.41,991.9,22.53,43.99,4.05,599.89,1678.08,normal
34.87,98.43,997.83,3.36,176.45,1.28,566.0,62199.32,normal
22.34,40.81,1049.92,17.92,124.06,0.77,1113.52,22344.87,normal
39.34,64.42,980.68,22.22,87.65,1.39,1241.39,9796.2,onda_calor
25.12,14.26,963.6,14.95,51.38,3.71,1882.43,90876.55,tempestade
4.92,25.72,963.5,18.3,180.67,1.99,936.13,12385.97,tempestade
30.21,60.78,971.64,3.12,100.82,1.99,1915.91,40017.63,normal
-2.55,75.55,982.52,5.17,54.07,1.95,1238.94,61530.95,normal
38.55,52.55,1027.91,19.19,194.35,1.64,494.71,90869.09,onda_calor
4.56,31.3,1015.24,1.27,178.18,4.46,1180.28,18940.99,enchente
12.65,86.4,993.77,24.42,207.39,4.76,472.9,49939.5,enchente
7.63,85.82,1026.53,18.29,43.95,2.64,1409.93,77967.55,normal
4.22,63.4,1013.88,1.97,186.02,3.53,1170.4,15790.65,enchente
-4.79,75.53,1037.42,19.59,140.94,1.99,1869.72,29704.4,normal
41.5,25.42,964.27,1.97,103.55,1.48,1204.26,27885.99,onda_calor
14.16,60.12,990.81,24.5,59.96,1.7,1262.12,77284.87,normal
28.33,37.77,966.69,23.28,101.83,2.84,1117.6,2375.49,enchente
25.67,69.4,992.85,11.14,44.69,1.61,619.28,84367.64,normal
32.25,30.23,1029.01,12.78,77.34,1.59,463.13,78990.42,normal
-7.5,79.62,954.33,22.3,126.32,0.43,916.45,9426.88,tempestade
-6.61,77.6,1015.11,9.74,288.36,4.57,1420.44,80684.63,enchente
17.17,90.72,1035.42,22.59,6.03,4.7,594.62,9209.3,normal
15.97,82.24,999.66,13.02,110.3,4.73,1624.12,80765.43,enchente
11.98,61.44,1038.63,7.71,106.48,3.33,922.99,52002.57,enchente
-5.04,20.67,967.16,23.28,169.88,3.39,872.86,68748.97,enchente
25.46,78.8,979.38,17.42,271.43,2.09,1740.12,98117.94,enchente
35.4,91.91,1043.59,2.11,14.89,0.14,771.87,87645.18,normal
16.6,93.54,1004.64,24.58,238.58,1.94,1530.37,30311.0,normal
44.31,94.33,964.74,24.89,185.74,0.03,942.88,34234.7,tempestade
9.04,21.88,1015.21,9.03,285.37,2.3,1600.24,80002.52,enchente
41.72,15.55,1027.27,11.89,93.91,3.92,742.43,25098.03,incendio
25.95,67.04,957.91,11.93,65.68,1.82,1176.12,16130.24,tempestade
4.4,72.67,974.28,6.12,263.21,4.84,1385.15,7272.38,enchente
